"","HINS1","HINS2","HICOV","SCHL","ENG","English","Education","Work_Insurance","Private_Insurance","Health_Insurance_Covered"
"368",0,1,1,14,1,"Very Well","Grade 11","No","Yes","Yes"
"369",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"370",0,1,1,16,1,"Very Well","Regular high school diploma","No","Yes","Yes"
"371",0,1,1,7,1,"Very Well","Grade 4","No","Yes","Yes"
"372",0,1,1,13,1,"Very Well","Grade 10","No","Yes","Yes"
"373",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"374",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"375",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"376",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"377",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"378",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"379",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"380",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"381",1,0,1,15,3,"Not Well","12th Grade - no diploma","Yes","No","Yes"
"382",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"383",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"384",1,0,1,13,1,"Very Well","Grade 10","Yes","No","Yes"
"385",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"386",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"387",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"388",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"389",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"390",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"391",0,1,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","No","Yes","Yes"
"392",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"393",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"394",1,0,1,22,4,"Not at all","Master's degree","Yes","No","Yes"
"395",0,0,1,10,2,"Well","Grade 7","No","No","Yes"
"396",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"397",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"398",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"399",1,1,1,10,3,"Not Well","Grade 7","Yes","Yes","Yes"
"400",1,1,1,10,2,"Well","Grade 7","Yes","Yes","Yes"
"401",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"402",0,0,1,15,2,"Well","12th Grade - no diploma","No","No","Yes"
"403",0,0,1,11,1,"Very Well","Grade 8","No","No","Yes"
"404",0,0,1,5,1,"Very Well","Grade 2","No","No","Yes"
"405",0,0,1,20,2,"Well","Associate's degree","No","No","Yes"
"406",1,1,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","Yes","Yes"
"407",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"408",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"409",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"410",0,0,1,1,1,"Very Well","No Schooling Completed","No","No","Yes"
"411",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"412",0,0,1,9,2,"Well","Grade 6","No","No","Yes"
"413",0,0,1,8,1,"Very Well","Grade 5","No","No","Yes"
"414",0,0,1,3,1,"Very Well","Kindergarten","No","No","Yes"
"415",0,0,0,9,2,"Well","Grade 6","No","No","No"
"416",0,0,1,11,2,"Well","Grade 8","No","No","Yes"
"417",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"418",0,0,1,19,3,"Not Well","1 or more years of college credit, no degree","No","No","Yes"
"419",0,0,1,19,2,"Well","1 or more years of college credit, no degree","No","No","Yes"
"420",0,0,1,14,1,"Very Well","Grade 11","No","No","Yes"
"421",0,0,1,13,1,"Very Well","Grade 10","No","No","Yes"
"422",0,0,1,8,1,"Very Well","Grade 5","No","No","Yes"
"423",0,1,1,16,4,"Not at all","Regular high school diploma","No","Yes","Yes"
"424",0,1,1,22,2,"Well","Master's degree","No","Yes","Yes"
"425",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"426",0,0,1,17,4,"Not at all","GED or alternative credential","No","No","Yes"
"427",1,0,1,23,2,"Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"428",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"429",1,0,1,24,2,"Well","Doctorate degree","Yes","No","Yes"
"430",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"431",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"432",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"433",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"434",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"435",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"436",0,1,1,6,2,"Well","Grade 3","No","Yes","Yes"
"437",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"438",0,1,1,21,2,"Well","Bachelor's degree","No","Yes","Yes"
"439",1,0,1,9,3,"Not Well","Grade 6","Yes","No","Yes"
"440",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"441",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"442",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"443",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"444",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"445",0,0,0,13,2,"Well","Grade 10","No","No","No"
"446",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"447",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"448",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"449",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"450",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"451",0,1,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","No","Yes","Yes"
"452",0,0,1,22,1,"Very Well","Master's degree","No","No","Yes"
"453",1,0,1,21,3,"Not Well","Bachelor's degree","Yes","No","Yes"
"454",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"455",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"456",1,0,1,12,3,"Not Well","Grade 9","Yes","No","Yes"
"457",0,0,1,12,4,"Not at all","Grade 9","No","No","Yes"
"458",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"459",1,0,1,21,3,"Not Well","Bachelor's degree","Yes","No","Yes"
"460",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"461",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"462",0,0,0,18,1,"Very Well","Some college, but less than 1 year","No","No","No"
"463",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"464",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"465",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"466",1,0,1,2,2,"Well","Nursery School or Pre-school","Yes","No","Yes"
"467",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"468",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"469",0,0,1,12,2,"Well","Grade 9","No","No","Yes"
"470",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"471",0,0,1,22,1,"Very Well","Master's degree","No","No","Yes"
"472",0,0,1,22,1,"Very Well","Master's degree","No","No","Yes"
"473",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"474",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"475",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"476",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"477",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"478",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"479",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"480",0,0,0,22,1,"Very Well","Master's degree","No","No","No"
"481",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"482",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"483",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"484",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"485",0,1,1,21,2,"Well","Bachelor's degree","No","Yes","Yes"
"486",0,1,1,7,1,"Very Well","Grade 4","No","Yes","Yes"
"487",0,1,1,2,2,"Well","Nursery School or Pre-school","No","Yes","Yes"
"488",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"489",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"490",1,0,1,2,1,"Very Well","Nursery School or Pre-school","Yes","No","Yes"
"491",1,0,1,18,3,"Not Well","Some college, but less than 1 year","Yes","No","Yes"
"492",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"493",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"494",1,0,1,22,2,"Well","Master's degree","Yes","No","Yes"
"495",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"496",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"497",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"498",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"499",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"500",1,0,1,14,1,"Very Well","Grade 11","Yes","No","Yes"
"501",1,0,1,8,1,"Very Well","Grade 5","Yes","No","Yes"
"502",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"503",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"504",1,1,1,21,1,"Very Well","Bachelor's degree","Yes","Yes","Yes"
"505",1,0,1,24,2,"Well","Doctorate degree","Yes","No","Yes"
"506",1,0,1,22,2,"Well","Master's degree","Yes","No","Yes"
"507",0,0,1,13,1,"Very Well","Grade 10","No","No","Yes"
"508",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"509",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"510",1,1,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","Yes","Yes"
"511",0,1,1,3,1,"Very Well","Kindergarten","No","Yes","Yes"
"512",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"513",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"514",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"515",0,0,1,7,3,"Not Well","Grade 4","No","No","Yes"
"516",0,0,0,13,2,"Well","Grade 10","No","No","No"
"517",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"518",0,0,1,22,2,"Well","Master's degree","No","No","Yes"
"519",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"520",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"521",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"522",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"523",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"524",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"525",0,0,1,9,1,"Very Well","Grade 6","No","No","Yes"
"526",0,0,1,23,3,"Not Well","Professional degree beyond a bachelor's degree","No","No","Yes"
"527",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"528",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"529",1,0,1,9,1,"Very Well","Grade 6","Yes","No","Yes"
"530",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"531",0,0,1,17,2,"Well","GED or alternative credential","No","No","Yes"
"532",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"533",0,0,1,11,1,"Very Well","Grade 8","No","No","Yes"
"534",0,0,1,8,1,"Very Well","Grade 5","No","No","Yes"
"535",1,1,1,21,1,"Very Well","Bachelor's degree","Yes","Yes","Yes"
"536",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"537",1,1,1,22,1,"Very Well","Master's degree","Yes","Yes","Yes"
"538",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"539",1,0,1,23,3,"Not Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"540",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"541",1,0,1,7,1,"Very Well","Grade 4","Yes","No","Yes"
"542",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"543",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"544",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"545",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"546",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"547",0,1,1,16,1,"Very Well","Regular high school diploma","No","Yes","Yes"
"548",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"549",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"550",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"551",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"552",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"553",1,1,1,22,1,"Very Well","Master's degree","Yes","Yes","Yes"
"554",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"555",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"556",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"557",1,1,1,19,2,"Well","1 or more years of college credit, no degree","Yes","Yes","Yes"
"558",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"559",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"560",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"561",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"562",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"563",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"564",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"565",0,0,1,8,1,"Very Well","Grade 5","No","No","Yes"
"566",0,0,1,3,2,"Well","Kindergarten","No","No","Yes"
"567",0,0,1,6,4,"Not at all","Grade 3","No","No","Yes"
"568",0,0,1,22,3,"Not Well","Master's degree","No","No","Yes"
"569",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"570",0,0,1,14,1,"Very Well","Grade 11","No","No","Yes"
"571",0,0,1,11,1,"Very Well","Grade 8","No","No","Yes"
"572",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"573",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"574",0,0,1,1,1,"Very Well","No Schooling Completed","No","No","Yes"
"575",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"576",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"577",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"578",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"579",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"580",1,0,1,19,2,"Well","1 or more years of college credit, no degree","Yes","No","Yes"
"581",1,0,1,22,2,"Well","Master's degree","Yes","No","Yes"
"582",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"583",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"584",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"585",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"586",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"587",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"588",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"589",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"590",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"591",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"592",0,0,1,9,3,"Not Well","Grade 6","No","No","Yes"
"593",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"594",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"595",0,0,0,17,3,"Not Well","GED or alternative credential","No","No","No"
"596",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"597",1,0,1,21,3,"Not Well","Bachelor's degree","Yes","No","Yes"
"598",1,0,1,13,1,"Very Well","Grade 10","Yes","No","Yes"
"599",0,1,1,18,1,"Very Well","Some college, but less than 1 year","No","Yes","Yes"
"600",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"601",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"602",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"603",0,0,0,22,1,"Very Well","Master's degree","No","No","No"
"604",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"605",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"606",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"607",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"608",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"609",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"610",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"611",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"612",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"613",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"614",0,0,0,17,1,"Very Well","GED or alternative credential","No","No","No"
"615",0,0,0,16,1,"Very Well","Regular high school diploma","No","No","No"
"616",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"617",0,0,0,19,2,"Well","1 or more years of college credit, no degree","No","No","No"
"618",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"619",1,0,1,5,1,"Very Well","Grade 2","Yes","No","Yes"
"620",1,0,1,2,1,"Very Well","Nursery School or Pre-school","Yes","No","Yes"
"621",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"622",1,1,1,16,1,"Very Well","Regular high school diploma","Yes","Yes","Yes"
"623",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"624",1,1,1,21,1,"Very Well","Bachelor's degree","Yes","Yes","Yes"
"625",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"626",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"627",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"628",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"629",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"630",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"631",1,0,1,15,2,"Well","12th Grade - no diploma","Yes","No","Yes"
"632",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"633",1,1,1,22,1,"Very Well","Master's degree","Yes","Yes","Yes"
"634",1,0,1,17,1,"Very Well","GED or alternative credential","Yes","No","Yes"
"635",1,1,1,22,1,"Very Well","Master's degree","Yes","Yes","Yes"
"636",1,1,1,20,1,"Very Well","Associate's degree","Yes","Yes","Yes"
"637",1,0,1,14,1,"Very Well","Grade 11","Yes","No","Yes"
"638",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"639",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"640",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"641",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"642",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"643",0,0,1,4,4,"Not at all","Grade 1","No","No","Yes"
"644",0,0,0,7,3,"Not Well","Grade 4","No","No","No"
"645",0,0,0,1,1,"Very Well","No Schooling Completed","No","No","No"
"646",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"647",1,1,1,22,1,"Very Well","Master's degree","Yes","Yes","Yes"
"648",0,1,1,21,2,"Well","Bachelor's degree","No","Yes","Yes"
"649",0,1,1,21,2,"Well","Bachelor's degree","No","Yes","Yes"
"650",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"651",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"652",0,0,1,3,1,"Very Well","Kindergarten","No","No","Yes"
"653",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"654",0,0,1,14,4,"Not at all","Grade 11","No","No","Yes"
"655",0,0,1,14,4,"Not at all","Grade 11","No","No","Yes"
"656",0,0,0,16,3,"Not Well","Regular high school diploma","No","No","No"
"657",0,0,1,8,3,"Not Well","Grade 5","No","No","Yes"
"658",0,0,1,17,1,"Very Well","GED or alternative credential","No","No","Yes"
